종목코드,종목명,현재가,전일대비변동액,등락률,NAV,3개월수익률,거래량,거래대금(백만),시가총액(억),NAV괴리율(%),운용사
419650,PLUS 글로벌수소&차세대연료전지,5650,245,4.53,5617.0,-8.7044,5552,31,186,0.59,한화자산운용 (PLUS)
474920,에셋플러스 차이나일등기업포커스10액티브,19835,-160,-0.8,19749.0,19.3375,229,4,186,0.44,기타
461900,PLUS 미국테크TOP10,23265,95,0.41,23314.0,1.1555,4651,108,186,-0.21,한화자산운용 (PLUS)
304770,HANARO 코스닥150,12710,15,0.12,12750.0,-36.1748,27967,364,186,-0.31,NH-Amundi자산운용 (HANARO)
449580,RISE 테슬라애플아마존채권혼합,16805,40,0.24,16821.0,1.4523,24090,392,185,-0.1,KB자산운용 (RISE)
0018Z0,RISE 미국양자컴퓨팅,18365,330,1.83,18295.0,-1.4212,3310,60,184,0.38,KB자산운용 (RISE)
477490,에셋플러스 글로벌일등기업포커스10액티브,20390,340,1.7,20467.0,2.3742,384,7,184,-0.38,기타
445690,BNK 주주가치액티브,30375,425,1.42,30077.0,-1.3505,36,1,182,0.99,기타
332620,PLUS 미국장기우량회사채,95975,-15,-0.02,96024.0,-2.181,915,87,179,-0.05,한화자산운용 (PLUS)
227830,PLUS 코스피,71030,1065,1.52,71026.0,6.09,1203,88,178,0.01,한화자산운용 (PLUS)
453630,KODEX 미국S&P500필수소비재,13125,-80,-0.61,13204.0,3.9741,8773,114,177,-0.6,삼성자산운용 (KODEX)
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,11895,140,1.19,12054.0,,441187,5844,175,-1.32,기타
0193K0,PLUS 삼성전자단일종목레버리지,13925,455,3.38,13899.0,,89117,1324,174,0.19,한화자산운용 (PLUS)
289260,TIGER MSCI KOREA ESG리더스,28930,605,2.14,28758.0,16.3153,302,9,174,0.6,미래에셋자산운용 (TIGER)
195920,TIGER 일본TOPIX(합성 H),34695,200,0.58,34879.0,5.9591,284,9,173,-0.53,미래에셋자산운용 (TIGER)
291130,ACE MSCI멕시코(합성),19215,295,1.56,19431.0,-6.3367,194,3,173,-1.11,한국투자신탁운용 (ACE)
292050,RISE KRX300,49400,605,1.24,49428.0,8.8585,1291,65,173,-0.06,KB자산운용 (RISE)
385600,ACE 2차전지&친환경차액티브,11385,390,3.55,11380.0,-12.8357,8775,101,171,0.04,한국투자신탁운용 (ACE)
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,9745,-20,-0.2,9736.0,-8.0518,2082,20,171,0.09,미래에셋자산운용 (TIGER)
0028X0,KODEX 미국금융테크액티브,12120,20,0.17,12137.0,3.2989,5107,61,170,-0.14,삼성자산운용 (KODEX)
453010,PLUS KOFR금리,109525,15,0.01,109523.0,0.6202,3182,348,169,0.0,한화자산운용 (PLUS)
0207Z0,KIWOOM 미국우주데이터센터인프라,7470,195,2.68,7442.0,,9859,74,168,0.38,기타
404120,TIME K신재생에너지액티브,23920,760,3.28,23846.0,-12.1397,1298,31,167,0.31,기타
453820,KODEX 인도Nifty50레버리지(합성),12830,-105,-0.81,12864.0,-9.26,7388,95,167,-0.26,삼성자산운용 (KODEX)
494420,PLUS 미국배당증가성장주데일리커버드콜,9755,85,0.88,9734.0,2.8043,11860,115,166,0.22,한화자산운용 (PLUS)
250730,RISE 차이나HSCEI(H),9750,-30,-0.31,9747.0,-6.277,976,9,166,0.03,KB자산운용 (RISE)
432840,HANARO 미국S&P500,20700,175,0.85,20729.0,5.2484,6717,138,166,-0.14,NH-Amundi자산운용 (HANARO)
488290,MIDAS 일본테크액티브,47210,405,0.87,47545.0,14.2839,9341,449,165,-0.7,기타
276000,TIGER 글로벌자원생산기업(합성 H),19435,275,1.44,19610.0,-7.3501,692,13,165,-0.89,미래에셋자산운용 (TIGER)
280320,ACE 미국IT인터넷(합성 H),20335,55,0.27,20332.0,2.2435,25,0,163,0.01,한국투자신탁운용 (ACE)
225060,TIGER 이머징마켓MSCI레버리지(합성 H),15240,-40,-0.26,15525.0,-0.908,362,5,162,-1.84,미래에셋자산운용 (TIGER)
0105D0,SOL 한국AI소프트웨어,8920,270,3.12,8929.0,-15.8203,46644,423,161,-0.1,신한자산운용 (SOL)
0000H0,KODEX 인도Nifty미드캡100,11025,-25,-0.23,11056.0,1.2376,947,10,160,-0.28,삼성자산운용 (KODEX)
491510,파워 K-주주가치액티브,17655,225,1.29,17721.0,-6.7666,166,2,159,-0.37,기타
265690,ACE 러시아MSCI(합성),8535,0,0.0,48.0,0.0,0,0,158,17681.25,한국투자신탁운용 (ACE)
131890,ACE 삼성그룹동일가중,39220,745,1.94,39077.0,3.2288,1997,79,157,0.37,한국투자신탁운용 (ACE)
130680,TIGER 원유선물Enhanced(H),6930,245,3.66,6931.0,2.2953,111443,772,156,-0.01,미래에셋자산운용 (TIGER)
0216Z0,ACE K방산TOP5+,8425,220,2.68,8451.0,,410446,3508,156,-0.31,한국투자신탁운용 (ACE)
413930,WON AI ESG액티브,28300,830,3.02,28125.0,8.2774,169,4,156,0.62,우리자산운용 (WON)
379790,RISE 유로스탁스50(H),17235,130,0.76,17308.0,5.3912,6677,115,155,-0.42,KB자산운용 (RISE)
396510,TIGER 차이나클린에너지SOLACTIVE,7690,105,1.38,7812.0,-16.3266,4390,33,154,-1.56,미래에셋자산운용 (TIGER)
337150,KODEX 200exTOP,25405,910,3.72,24930.0,-9.5949,614,15,152,1.91,삼성자산운용 (KODEX)
464610,SOL 의료기기소부장Fn,7355,-165,-2.19,7352.0,-22.7943,30730,229,151,0.04,신한자산운용 (SOL)
0013P0,RISE 미국은행TOP10,13665,225,1.67,13767.0,9.477,32446,444,150,-0.74,KB자산운용 (RISE)
114460,ACE 국고채3년,100170,-80,-0.08,100188.0,-0.6199,60,6,150,-0.02,한국투자신탁운용 (ACE)
0153P0,ACE 리츠부동산인프라액티브,9375,-85,-0.9,9381.0,-12.8318,2460,23,150,-0.06,한국투자신탁운용 (ACE)
0104G0,PLUS K방산레버리지,6355,255,4.18,6395.0,-61.7921,97063,625,149,-0.63,한화자산운용 (PLUS)
0207G0,SOL 우주항공밸류체인,5855,160,2.81,5851.0,,148128,893,149,0.07,신한자산운용 (SOL)
387280,TIGER 퓨처모빌리티액티브,10975,450,4.28,10979.0,-21.9228,4878,54,146,-0.04,미래에셋자산운용 (TIGER)
419420,KODEX 미국클린에너지나스닥,10370,335,3.34,10364.0,-5.5996,1418,14,145,0.06,삼성자산운용 (KODEX)
417450,RISE 글로벌수소경제,17060,880,5.44,17179.0,-2.5302,1959,33,145,-0.69,KB자산운용 (RISE)
244620,KODEX 모멘텀Plus,20605,0,0.0,20634.0,-4.3846,3063,64,144,-0.14,삼성자산운용 (KODEX)
104520,KIWOOM 블루칩,14355,150,1.06,14376.0,-7.9489,332,4,144,-0.15,기타
234310,RISE V&S셀렉트밸류,28225,735,2.67,27909.0,-5.3982,7019,201,141,1.13,KB자산운용 (RISE)
435040,ACE 글로벌브랜드TOP10,20025,205,1.03,20056.0,1.9292,1375,27,140,-0.15,한국투자신탁운용 (ACE)
496130,TRUSTON 코리아밸류업액티브,25840,260,1.02,25837.0,7.3436,136,3,140,0.01,트러스톤자산운용 (TRUSTON)
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,11565,75,0.65,11561.0,5.7789,3352,38,139,0.03,기타
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,11100,-5,-0.05,11126.0,3.5814,1633,18,139,-0.23,기타
102960,KODEX 기계장비,13045,555,4.44,13065.0,-32.1031,4173,54,138,-0.15,삼성자산운용 (KODEX)
404650,SOL KRX기후변화솔루션,23040,1040,4.73,22785.0,-11.326,53,1,138,1.12,신한자산운용 (SOL)
489860,KIWOOM 글로벌전력GRID인프라,16115,275,1.74,16125.0,-3.1823,2362,37,137,-0.06,기타
438900,HANARO Fn K-푸드,10445,-20,-0.19,10446.0,-14.2164,7162,75,136,-0.01,NH-Amundi자산운용 (HANARO)
0088N0,WON K-글로벌수급상위,10045,50,0.5,10023.0,-28.2999,7044,72,136,0.22,우리자산운용 (WON)
0004G0,1Q 미국배당TOP30,9600,95,1.0,9598.0,3.9901,3294,31,134,0.02,기타
484890,SOL 머니마켓액티브,52375,10,0.02,52370.0,0.6535,3165,165,134,0.01,신한자산운용 (SOL)
266390,KODEX 경기소비재,14870,200,1.36,14834.0,26.4809,625,9,134,0.24,삼성자산운용 (KODEX)
472720,TRUSTON 주주가치액티브,25690,345,1.36,25673.0,-4.986,610,16,134,0.07,트러스톤자산운용 (TRUSTON)
269370,TIGER S&P글로벌인프라(합성),19065,115,0.61,18984.0,0.6885,721,13,133,0.43,미래에셋자산운용 (TIGER)
0008E0,ACE 미국중심중소형제조업,14020,320,2.34,14047.0,-2.4217,166,2,133,-0.19,한국투자신탁운용 (ACE)
435550,KIWOOM TDF2050액티브 적격,18900,180,0.96,18914.0,4.6394,681,12,132,-0.07,기타
269530,PLUS S&P글로벌인프라,22020,-15,-0.07,22127.0,-0.0198,2262,50,132,-0.48,한화자산운용 (PLUS)
463640,KODEX 미국S&P500유틸리티,15435,45,0.29,15486.0,-1.5052,1554,23,131,-0.33,삼성자산운용 (KODEX)
400570,KODEX 유럽탄소배출권선물ICE(H),11400,-210,-1.81,11481.0,10.9942,1019,11,131,-0.71,삼성자산운용 (KODEX)
137610,TIGER 농산물선물Enhanced(H),5455,35,0.65,5457.0,2.3607,6190,33,131,-0.04,미래에셋자산운용 (TIGER)
465670,TIGER 미국캐시카우100,16275,65,0.4,16285.0,6.8067,2603,42,130,-0.06,미래에셋자산운용 (TIGER)
395760,PLUS ESG성장주액티브,21680,940,4.53,20968.0,1.958,135,2,130,3.4,한화자산운용 (PLUS)
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),9985,-55,-0.55,10040.0,-3.0666,3825,38,130,-0.55,기타
332610,PLUS 미국단기회사채(AAA~A),134845,720,0.54,134908.0,0.7439,173,23,129,-0.05,한화자산운용 (PLUS)
453660,KODEX 미국S&P500경기소비재,18325,80,0.44,18387.0,-4.0463,1557,28,128,-0.34,삼성자산운용 (KODEX)
428560,KODEX 미국ETF산업Top10 Indxx,15965,-590,-3.56,16068.0,1.0376,3130,50,128,-0.64,삼성자산운용 (KODEX)
280920,PLUS 주도업종,23040,950,4.3,23046.0,-7.61,2385,56,127,-0.03,한화자산운용 (PLUS)
354240,RISE 미국고정배당우선증권,11490,50,0.44,11484.0,-1.8448,4067,46,126,0.05,KB자산운용 (RISE)
279540,KODEX 최소변동성,21035,670,3.29,20614.0,-5.1316,2,0,126,2.04,삼성자산운용 (KODEX)
266410,KODEX 필수소비재,8905,-65,-0.72,8917.0,-9.6506,8332,74,125,-0.13,삼성자산운용 (KODEX)
363510,SOL KIS단기통안채,111840,-5,0.0,111846.0,0.58,1,0,124,-0.01,신한자산운용 (SOL)
140580,RISE 우량업종대표주,24690,1060,4.49,24321.0,-7.3711,9218,227,123,1.52,KB자산운용 (RISE)
0208N0,IBK 코스피액티브,7690,115,1.52,7651.0,,5250,40,123,0.51,기타
290080,RISE 200고배당커버드콜ATM,6985,110,1.6,6917.0,-17.3668,28744,196,122,0.98,KB자산운용 (RISE)
453060,HANARO KOFR금리액티브(합성),111055,10,0.01,111062.0,0.6389,8,0,122,-0.01,NH-Amundi자산운용 (HANARO)
300610,TIGER K게임,5175,30,0.58,5175.0,-22.8303,4728,24,122,0.0,미래에셋자산운용 (TIGER)
487750,BNK 온디바이스AI,30135,170,0.57,30161.0,9.8222,2970,93,121,-0.09,기타
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,10940,50,0.46,10935.0,3.4967,40,0,120,0.05,기타
457700,KODEX 53-09 국고채액티브,9065,-50,-0.55,9067.0,-14.6536,796,7,120,-0.02,삼성자산운용 (KODEX)
0090B0,PLUS K방산소부장,6820,125,1.87,6816.0,-52.4369,55303,381,119,0.06,한화자산운용 (PLUS)
0067Y0,TIGER 차이나AI소프트웨어,11250,-245,-2.13,11300.0,-11.577,52280,598,118,-0.44,미래에셋자산운용 (TIGER)
360150,KODEX 코스닥150롱코스피200숏선물,2880,-5,-0.17,2867.0,-46.3755,13398,38,118,0.45,삼성자산운용 (KODEX)
371870,ACE 차이나항셍테크,7375,-135,-1.8,7377.0,-5.1169,3389,25,118,-0.03,한국투자신탁운용 (ACE)
494180,TIME 글로벌소비트렌드액티브,13835,-160,-1.14,13864.0,-0.0358,10323,143,118,-0.21,기타
448490,HANARO 32-10 국고채액티브,52375,-235,-0.45,52456.0,-4.3281,421,22,117,-0.15,NH-Amundi자산운용 (HANARO)
0093B0,RISE 엔비디아고정테크100,13030,50,0.39,13111.0,7.4851,10245,133,117,-0.62,KB자산운용 (RISE)
451150,에셋플러스 글로벌영에이지액티브,18835,120,0.64,18786.0,0.2678,4,0,117,0.26,기타
485810,TIME 글로벌바이오액티브,11085,115,1.05,11084.0,7.8662,3458,38,116,0.01,기타
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,8310,-385,-4.43,8569.0,-7.1963,9659,81,116,-3.02,KB자산운용 (RISE)
251590,PLUS 고배당저변동50,16565,-45,-0.27,16623.0,-10.5213,5269,87,116,-0.35,한화자산운용 (PLUS)
166400,TIGER 200커버드콜OTM,22900,175,0.77,22950.0,3.4127,2086,49,115,-0.22,미래에셋자산운용 (TIGER)
451600,PLUS 국고채30년액티브,83535,-655,-0.78,83530.0,-15.5313,226,18,114,0.01,한화자산운용 (PLUS)
0133E0,TIGER 차이나증권,9435,70,0.75,9531.0,3.8248,3825,36,113,-1.01,미래에셋자산운용 (TIGER)
0194N0,KIWOOM 삼성전자선물단일종목레버리지,12500,200,1.63,12599.0,,130749,1762,113,-0.79,기타
409810,KODEX 미국나스닥100선물인버스(H),5625,0,0.0,5592.0,-8.0131,36007,201,113,0.59,삼성자산운용 (KODEX)
407820,에셋플러스 코리아플랫폼액티브,6245,-5,-0.08,6218.0,-28.161,8038,50,112,0.43,기타
456250,KODEX 유럽명품TOP10 STOXX,9745,-35,-0.36,9772.0,-0.3033,5565,54,112,-0.28,삼성자산운용 (KODEX)
430500,KIWOOM 물가채KIS,111825,-440,-0.39,111904.0,-1.9135,382,42,112,-0.07,기타
0068M0,KODEX 미국S&P500버퍼6월액티브,12380,85,0.69,12421.0,2.942,10,0,111,-0.33,삼성자산운용 (KODEX)
373490,KODEX 코리아혁신성장액티브,24715,885,3.71,24643.0,-16.6248,238,6,111,0.29,삼성자산운용 (KODEX)
354350,HANARO 글로벌럭셔리S&P(합성),20935,60,0.29,21200.0,1.0895,374,7,109,-1.25,NH-Amundi자산운용 (HANARO)
460270,KIWOOM 미국달러SOFR금리액티브(합성),13400,65,0.49,13407.0,1.3683,551,7,109,-0.05,기타
0002C0,에셋플러스 인도일등기업포커스20액티브,10030,105,1.06,10024.0,2.637,5666,56,108,0.06,기타
0113G0,KoAct 미국바이오헬스케어액티브,11230,75,0.67,11339.0,7.4662,10668,119,107,-0.96,삼성액티브자산운용 (KoAct)
487910,ACE 인도컨슈머파워액티브,8880,35,0.4,8891.0,-0.5622,1077,9,107,-0.12,한국투자신탁운용 (ACE)
252650,KODEX 200동일가중,17740,485,2.81,17671.0,-16.2006,278,4,106,0.39,삼성자산운용 (KODEX)
310080,RISE 중국MSCI China(H),9250,-165,-1.75,9240.0,-7.6509,1438,13,106,0.11,KB자산운용 (RISE)
181480,ACE 미국부동산리츠(합성 H),87405,-595,-0.68,87187.0,2.1688,5550,485,105,0.25,한국투자신탁운용 (ACE)
140710,KODEX 운송,6160,135,2.24,6157.0,-14.0448,3113,19,105,0.05,삼성자산운용 (KODEX)
385710,TIME K이노베이션액티브,10400,75,0.73,10349.0,-27.6961,8891,94,104,0.49,기타
399580,RISE 글로벌클린에너지,10375,155,1.52,10389.0,-5.8932,3027,31,104,-0.13,KB자산운용 (RISE)
117690,TIGER 차이나항셍30,20665,-330,-1.57,20604.0,-4.7198,1106,23,103,0.3,미래에셋자산운용 (TIGER)
410870,TIME K컬처액티브,9350,-90,-0.95,9339.0,-17.5546,8209,77,103,0.12,기타
252000,TIGER 200동일가중,18640,460,2.53,18435.0,-15.4255,120,2,103,1.11,미래에셋자산운용 (TIGER)
429010,TIGER 미국나스닥넥스트100,20440,40,0.2,20541.0,7.1428,376,7,102,-0.49,미래에셋자산운용 (TIGER)
498050,HANARO 바이오코리아액티브,10150,-85,-0.83,10160.0,-33.6467,4979,51,102,-0.1,NH-Amundi자산운용 (HANARO)
237440,TIGER 경기방어채권혼합,10075,20,0.2,10051.0,-4.8723,2846,28,101,0.24,미래에셋자산운용 (TIGER)
0189Z0,DAISHIN343 금융&지주고배당,10055,40,0.4,10072.0,,668,6,101,-0.17,기타
0203D0,PLUS 200위클리커버드콜채권혼합,9125,80,0.88,9124.0,,16483,152,100,0.01,한화자산운용 (PLUS)
140570,RISE 수출주,25055,1265,5.32,24606.0,-8.966,3230,80,100,1.82,KB자산운용 (RISE)
0120J0,BNK 카카오그룹포커스,7685,65,0.85,7672.0,-22.7573,17777,138,100,0.17,기타
446700,RISE 배터리 리사이클링,9065,225,2.55,9050.0,-41.2049,2496,22,98,0.17,KB자산운용 (RISE)
0084D0,KIWOOM 미국테크100월간목표헤지액티브,12130,30,0.25,12165.0,7.819,483,5,97,-0.29,기타
105010,TIGER 라틴35,6850,90,1.33,6860.0,-7.8269,1664,11,96,-0.15,미래에셋자산운용 (TIGER)
375270,RISE 글로벌데이터센터리츠(합성),14750,60,0.41,14790.0,-7.4355,617,9,96,-0.27,KB자산운용 (RISE)
0191S0,IBK 코스닥150,12825,-60,-0.47,12870.0,,3515,46,95,-0.35,기타
449680,TIGER 한중전기차(합성),11140,445,4.16,10983.0,-27.3191,3,0,95,1.43,미래에셋자산운용 (TIGER)
281990,RISE 중소형고배당,17180,130,0.76,17227.0,-12.6845,284,4,94,-0.27,KB자산운용 (RISE)
0174R0,KIWOOM 미국성장다우존스,11785,10,0.08,11779.0,5.4635,5744,67,94,0.05,기타
0001P0,마이티 바이오시밀러&CDMO액티브,8405,-70,-0.83,8447.0,-34.8341,1086,9,94,-0.5,기타 (MIGHTY)
463690,KODEX 미국S&P500커뮤니케이션,18810,-280,-1.47,18914.0,-5.6526,11341,213,94,-0.55,삼성자산운용 (KODEX)
497510,ACE 글로벌빅파마,13425,200,1.51,13509.0,7.4666,447,6,94,-0.62,한국투자신탁운용 (ACE)
371150,RISE 차이나항셍테크,7455,-205,-2.68,7424.0,-3.7689,1371,10,93,0.42,KB자산운용 (RISE)
0215T0,HANARO 미국AI광통신TOP10,9310,290,3.22,9578.0,,106714,1023,93,-2.8,NH-Amundi자산운용 (HANARO)
435540,KIWOOM TDF2040액티브 적격,18435,120,0.66,18469.0,4.9871,1119,20,92,-0.18,기타
404540,TIGER KRX기후변화솔루션,23000,1090,4.97,22939.0,-12.5025,3177,74,92,0.27,미래에셋자산운용 (TIGER)
461580,TIGER 코스닥글로벌,14155,30,0.21,14162.0,-29.5359,8600,124,92,-0.05,미래에셋자산운용 (TIGER)
429980,SOL 한국형글로벌전기차&2차전지액티브,18355,385,2.14,18451.0,-2.6904,569,10,92,-0.52,신한자산운용 (SOL)
261110,TIGER 미국달러선물레버리지,18310,185,1.02,18320.0,1.3986,45,0,92,-0.05,미래에셋자산운용 (TIGER)
480460,WON 한국부동산TOP3플러스,9095,-75,-0.82,9084.0,-15.605,2996,27,91,0.12,우리자산운용 (WON)
341850,TIGER 리츠부동산인프라채권,4520,0,0.0,4517.0,-12.3231,2737,12,90,0.07,미래에셋자산운용 (TIGER)
0166T0,PLUS 글로벌저작권핵심기업액티브,10020,35,0.35,10077.0,-6.2863,3516,35,90,-0.57,한화자산운용 (PLUS)
395150,KODEX 웹툰&드라마,1764,31,1.79,1765.0,-32.6991,38684,68,90,-0.06,삼성자산운용 (KODEX)
301400,PLUS 코스닥150,12800,40,0.31,12856.0,-36.6455,15748,206,90,-0.44,한화자산운용 (PLUS)
482030,KoAct 반도체&2차전지핵심소재액티브,8465,175,2.11,8406.0,-40.6798,6411,55,89,0.7,삼성액티브자산운용 (KoAct)
0219B0,KoAct 광통신&위성네트워크액티브,9840,315,3.31,9818.0,,5772,57,89,0.22,삼성액티브자산운용 (KoAct)
225800,KIWOOM 미국달러선물레버리지,17250,170,1.0,17250.0,1.065,550,9,88,0.0,기타
0184N0,PLUS 은채권혼합,8675,145,1.7,8609.0,,9520,82,87,0.77,한화자산운용 (PLUS)
0216K0,KIWOOM 미국우주테크TOP2채권혼합50,8655,145,1.7,8623.0,,57907,505,87,0.37,기타
497520,ACE 일라이릴리밸류체인,13295,305,2.35,13325.0,5.8679,1963,26,86,-0.23,한국투자신탁운용 (ACE)
462340,에셋플러스 글로벌다이나믹시니어액티브,17150,210,1.24,17097.0,7.2151,5,0,86,0.31,기타
395750,PLUS ESG가치주액티브,21270,820,4.01,20632.0,7.8199,28,0,85,3.09,한화자산운용 (PLUS)
0138D0,RISE 동학개미,12145,205,1.72,12171.0,-20.8878,2156,27,85,-0.21,KB자산운용 (RISE)
487920,ACE 인도시장대표BIG5그룹액티브,8450,20,0.24,8454.0,-2.2042,1276,10,85,-0.05,한국투자신탁운용 (ACE)
256450,PLUS 심천차이넥스트(합성),16830,-120,-0.71,17003.0,0.2958,104,1,84,-1.02,한화자산운용 (PLUS)
215620,HK S&P코리아로우볼,15400,145,0.95,15287.0,-16.1506,1,0,83,0.74,기타
182490,TIGER 단기선진하이일드(합성 H),13845,90,0.65,13837.0,-0.5064,540,7,83,0.06,미래에셋자산운용 (TIGER)
270800,RISE KQ고배당,15010,-30,-0.2,14970.0,-12.3116,630,9,83,0.27,KB자산운용 (RISE)
395280,HANARO Fn K-게임,3435,20,0.59,3415.0,-18.7872,294,1,82,0.59,NH-Amundi자산운용 (HANARO)
435530,KIWOOM TDF2030액티브 적격,16410,60,0.37,16434.0,4.4728,64,1,82,-0.15,기타
433250,UNICORN R&D 액티브,23215,710,3.15,23117.0,-6.6377,41,0,81,0.42,현대자산운용 (UNICORN)
174350,TIGER 로우볼,20240,170,0.85,20267.0,-3.9085,2207,44,81,-0.13,미래에셋자산운용 (TIGER)
230480,KIWOOM 미국달러선물인버스2X,4025,-35,-0.86,4040.0,-2.0507,275,1,81,-0.37,기타
494210,SOL 미국500타겟데일리커버드콜액티브,11525,85,0.74,11561.0,5.5015,4175,48,81,-0.31,신한자산운용 (SOL)
402460,HANARO Fn K-메타버스MZ,14565,500,3.55,14534.0,20.2889,101,1,80,0.21,NH-Amundi자산운용 (HANARO)
457930,BNK 미래전략기술액티브,26500,920,3.6,26351.0,-15.1294,77,2,80,0.57,기타
390400,KODEX 미국스마트모빌리티S&P,7925,180,2.32,7957.0,-3.9614,909,7,79,-0.4,삼성자산운용 (KODEX)
381570,HANARO Fn친환경에너지,9305,300,3.33,9263.0,-33.1367,2516,23,79,0.45,NH-Amundi자산운용 (HANARO)
437370,RISE 글로벌농업경제,11175,30,0.27,11164.0,-1.0214,1638,18,78,0.1,KB자산운용 (RISE)
217780,TIGER 차이나CSI300인버스(합성),5030,-20,-0.4,5046.0,-1.3672,401,1,78,-0.32,미래에셋자산운용 (TIGER)
0218K0,BNK 스마트카,10375,390,3.91,10423.0,,17596,187,78,-0.46,기타
189400,PLUS 글로벌MSCI(합성 H),25310,160,0.64,25400.0,2.7999,25,0,76,-0.35,한화자산운용 (PLUS)
400590,SOL 글로벌탄소배출권선물ICE(합성),15080,-10,-0.07,15143.0,12.9068,956,14,75,-0.42,신한자산운용 (SOL)
438740,MIDAS 중소형액티브,33375,945,2.91,32704.0,-17.1648,81,2,75,2.05,기타
0094X0,1Q 샤오미밸류체인액티브,8830,-235,-2.59,8865.0,-9.35,6953,62,75,-0.39,기타
0172Y0,ACE K수출핵심TOP10산업액티브,9375,170,1.85,9382.0,-13.1604,11270,108,75,-0.07,한국투자신탁운용 (ACE)
0036Z0,RISE 미국천연가스밸류체인,13630,135,1.0,13631.0,5.7601,3301,45,75,-0.01,KB자산운용 (RISE)
0005C0,RISE 미국S&P500엔화노출(합성 H),11495,110,0.97,11518.0,1.6517,143,1,75,-0.2,KB자산운용 (RISE)
488480,RISE 일본섹터TOP4Plus,13570,280,2.11,13525.0,-0.7098,668,9,75,0.33,KB자산운용 (RISE)
466810,BNK 2차전지양극재,5135,85,1.68,5132.0,-42.7763,2768,14,74,0.06,기타
0047N0,PLUS 차이나AI테크TOP10,10615,-365,-3.32,10631.0,-5.4481,2850,31,74,-0.15,한화자산운용 (PLUS)
0082F0,HANARO 유럽방산,10560,120,1.15,10537.0,-8.7014,194,2,74,0.22,NH-Amundi자산운용 (HANARO)
450180,KODEX 한중전기차(합성),11300,95,0.85,11284.0,-25.8193,1017,11,73,0.14,삼성자산운용 (KODEX)
304670,KODEX 미국30년국채울트라선물인버스(H),12215,55,0.45,12220.0,3.4013,101,1,73,-0.04,삼성자산운용 (KODEX)
225050,TIGER 유로스탁스레버리지(합성 H),16015,400,2.56,16030.0,5.9003,605,9,72,-0.09,미래에셋자산운용 (TIGER)
285690,FOCUS ESG리더스,20530,0,0.0,20951.0,-6.2129,0,0,72,-2.01,기타
250780,TIGER 코스닥150선물인버스,2850,-5,-0.18,2849.0,42.0398,159076,442,71,0.04,미래에셋자산운용 (TIGER)
219900,ACE 중국본토CSI300레버리지(합성),5065,105,2.12,5139.0,-2.5541,2995,15,71,-1.44,한국투자신탁운용 (ACE)
227570,TIGER 우량가치,19675,240,1.23,19596.0,-15.3588,343,6,71,0.4,미래에셋자산운용 (TIGER)
326230,RISE 내수주플러스,10955,230,2.14,10863.0,-11.6704,1986,21,70,0.85,KB자산운용 (RISE)
316300,ACE 싱가포르리츠,14005,-10,-0.07,14186.0,-3.0274,357,4,70,-1.28,한국투자신탁운용 (ACE)
456200,PLUS 미국달러SOFR금리액티브(합성),63660,0,0.0,63999.0,1.1841,0,0,70,-0.53,한화자산운용 (PLUS)
0087F0,ACE 차이나AI빅테크TOP2+액티브,13695,-290,-2.07,13658.0,16.1062,12529,172,68,0.27,한국투자신탁운용 (ACE)
139660,KIWOOM 미국달러선물인버스,7805,-35,-0.45,7827.0,-0.6338,1,0,68,-0.28,기타
244670,KODEX 밸류Plus,11155,180,1.64,11071.0,-13.9725,1140,12,67,0.76,삼성자산운용 (KODEX)
139290,TIGER 200 경기소비재,27255,940,3.57,27283.0,-6.2101,5354,148,65,-0.1,미래에셋자산운용 (TIGER)
429740,PLUS K리츠,5915,-75,-1.25,5929.0,-20.1866,1714,10,65,-0.24,한화자산운용 (PLUS)
368680,KODEX K-뉴딜디지털플러스,7185,105,1.48,7174.0,-26.64,319,2,65,0.15,삼성자산운용 (KODEX)
0176P0,FOCUS AI반도체위클리고정커버드콜,12875,0,0.0,12798.0,13.1453,4298,56,64,0.6,기타
253280,RISE 헬스케어,11650,-95,-0.81,11665.0,-30.9725,7463,87,64,-0.13,KB자산운용 (RISE)
0102X0,ACE 유럽방산TOP10,9060,130,1.46,9100.0,-15.4585,327,2,63,-0.44,한국투자신탁운용 (ACE)
272570,RISE 중장기국공채액티브,107180,-145,-0.14,107207.0,-1.5096,120,12,62,-0.03,KB자산운용 (RISE)
401590,HANARO 글로벌탄소배출권선물ICE(합성),12030,20,0.17,12102.0,12.2429,353,4,61,-0.59,NH-Amundi자산운용 (HANARO)
138920,KODEX 콩선물(H),12095,15,0.12,12122.0,0.7086,772,9,60,-0.22,삼성자산운용 (KODEX)
407300,HANARO Fn골프테마,10955,330,3.11,10860.0,-13.013,10,0,60,0.87,NH-Amundi자산운용 (HANARO)
291890,KODEX MSCI EM선물(H),12020,45,0.38,11970.0,1.7849,2178,26,60,0.42,삼성자산운용 (KODEX)
451670,RISE 국채30년레버리지(합성),12005,-215,-1.76,12027.0,-32.2805,275,3,60,-0.18,KB자산운용 (RISE)
