종목코드,종목명,현재가,전일대비변동액,등락률,NAV,3개월수익률,거래량,거래대금(백만),시가총액(억),NAV괴리율(%),운용사
069500,KODEX 200,109600,1460,1.35,109820.0,12.0718,15101138,1712071,246764,-0.2,삼성자산운용 (KODEX)
360750,TIGER 미국S&P500,27575,205,0.75,27625.0,5.4697,33331418,919489,201491,-0.18,미래에셋자산운용 (TIGER)
133690,TIGER 미국나스닥100,190195,1285,0.68,191421.0,8.8,1610623,307259,113813,-0.64,미래에셋자산운용 (TIGER)
102110,TIGER 200,109700,1590,1.47,109880.0,11.9017,2309787,261756,101253,-0.16,미래에셋자산운용 (TIGER)
379800,KODEX 미국S&P500,25135,185,0.74,25186.0,5.4477,28362264,713369,100791,-0.2,삼성자산운용 (KODEX)
396500,TIGER 반도체TOP10,37030,-30,-0.08,37019.0,-0.7749,15482334,599151,96537,0.03,미래에셋자산운용 (TIGER)
379810,KODEX 미국나스닥100,28485,190,0.67,28665.0,8.8835,4029495,115106,89756,-0.63,삼성자산운용 (KODEX)
488770,KODEX 머니마켓액티브,104992,7,0.01,105001.0,0.8162,573758,60240,77003,-0.01,삼성자산운용 (KODEX)
278530,KODEX 200TR,39595,590,1.51,39614.0,11.7141,1913872,78345,76141,-0.05,삼성자산운용 (KODEX)
459580,KODEX CD금리액티브(합성),1075260,80,0.01,1075301.0,0.7088,305222,328193,67820,-0.0,삼성자산운용 (KODEX)
381180,TIGER 미국필라델피아반도체나스닥,46792,282,0.61,47774.0,24.9821,1816442,86451,62678,-2.06,미래에셋자산운용 (TIGER)
122630,KODEX 레버리지,121285,3220,2.73,121861.0,9.0468,12005930,1554056,61188,-0.47,삼성자산운용 (KODEX)
0167A0,SOL AI반도체TOP2플러스,18295,-5,-0.03,18308.0,38.5314,18371518,352139,58910,-0.07,신한자산운용 (SOL)
498400,KODEX 200타겟위클리커버드콜,20990,305,1.47,21018.0,9.7981,5324128,115528,56736,-0.13,삼성자산운용 (KODEX)
091160,KODEX 반도체,128295,270,0.21,128661.0,10.7874,1186195,159643,56386,-0.28,삼성자산운용 (KODEX)
310970,TIGER MSCI Korea TR,48830,515,1.07,48918.0,13.9504,10305,523,44338,-0.18,미래에셋자산운용 (TIGER)
148020,RISE 200,110440,1465,1.34,110315.0,12.0025,772971,88113,44176,0.11,KB자산운용 (RISE)
458730,TIGER 미국배당다우존스,15455,95,0.62,15438.0,6.6204,1358690,20974,41404,0.11,미래에셋자산운용 (TIGER)
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,13460,50,0.37,13469.0,19.5167,8826092,121518,41295,-0.07,KB자산운용 (RISE)
360200,ACE 미국S&P500,27875,220,0.8,27924.0,5.4105,385904,10760,41227,-0.18,한국투자신탁운용 (ACE)
229200,KODEX 코스닥150,12705,55,0.43,12724.0,-36.3543,20594529,268380,40605,-0.15,삼성자산운용 (KODEX)
395160,KODEX AI반도체TOP2플러스,41300,135,0.33,41320.0,32.2884,6031413,262256,40474,-0.05,삼성자산운용 (KODEX)
411060,ACE KRX금현물,27210,575,2.16,27363.0,-15.5785,547907,14876,40189,-0.56,한국투자신탁운용 (ACE)
381170,TIGER 미국테크TOP10 INDXX,32270,185,0.58,32375.0,1.2943,406098,13109,39369,-0.32,미래에셋자산운용 (TIGER)
395270,HANARO Fn K-반도체,58390,205,0.35,58321.0,34.3148,1453462,89249,37194,0.12,NH-Amundi자산운용 (HANARO)
273130,KODEX 종합채권(AA-이상)액티브,109195,-245,-0.22,109340.0,-3.7341,31016,3387,36830,-0.13,삼성자산운용 (KODEX)
0193T0,KODEX SK하이닉스단일종목레버리지,14610,205,1.42,14691.0,,225811930,3634518,36744,-0.55,삼성자산운용 (KODEX)
367380,ACE 미국나스닥100,32705,230,0.71,32909.0,8.8089,444470,14580,36172,-0.62,한국투자신탁운용 (ACE)
357870,TIGER CD금리투자KIS(합성),57785,0,0.0,57789.0,0.7058,173631,10033,35908,-0.01,미래에셋자산운용 (TIGER)
423160,KODEX KOFR금리액티브(합성),110815,5,0.0,110813.0,0.6523,48903,5419,35738,0.0,삼성자산운용 (KODEX)
102780,KODEX 삼성그룹,25235,380,1.53,25277.0,11.7629,812230,21151,33159,-0.17,삼성자산운용 (KODEX)
0043B0,TIGER 머니마켓액티브,103087,12,0.01,103085.0,0.8167,81130,8363,29463,0.0,미래에셋자산운용 (TIGER)
487240,KODEX AI전력핵심설비,34550,1450,4.38,34602.0,-14.2872,2429810,84995,29402,-0.15,삼성자산운용 (KODEX)
139260,TIGER 200 IT,140205,135,0.1,140381.0,31.9561,393228,58086,27284,-0.13,미래에셋자산운용 (TIGER)
455890,RISE 머니마켓액티브,55255,-5,-0.01,55261.0,0.7658,199604,11029,27131,-0.01,KB자산운용 (RISE)
481050,KODEX CD1년금리플러스액티브(합성),1023380,95,0.01,1023402.0,0.7282,13195,13503,26761,-0.0,삼성자산운용 (KODEX)
233740,KODEX 코스닥150레버리지,6095,35,0.58,6124.0,-63.6691,71488306,458602,26355,-0.47,삼성자산운용 (KODEX)
426030,TIME 미국나스닥100액티브,49295,900,1.86,50091.0,8.0848,543893,27311,25436,-1.59,기타
278540,KODEX MSCI Korea TR,38920,475,1.24,38954.0,13.5578,33712,1359,23741,-0.09,삼성자산운용 (KODEX)
449170,TIGER KOFR금리액티브(합성),111395,5,0.0,111397.0,0.6323,68044,7579,23575,-0.0,미래에셋자산운용 (TIGER)
161510,PLUS 고배당주,24920,270,1.1,24969.0,-9.5991,600702,15083,23407,-0.2,한화자산운용 (PLUS)
456600,TIME 글로벌AI인공지능액티브,61497,607,1.0,62372.0,18.9722,259656,16296,23086,-1.4,기타
0195S0,TIGER SK하이닉스단일종목레버리지,12310,225,1.86,12395.0,,107464297,1466202,22783,-0.69,미래에셋자산운용 (TIGER)
0193W0,KODEX 삼성전자단일종목레버리지,13775,225,1.66,13853.0,,60979090,896756,22584,-0.56,삼성자산운용 (KODEX)
486290,TIGER 미국나스닥100타겟데일리커버드콜,11360,60,0.53,11424.0,8.2961,1436869,16373,22004,-0.56,미래에셋자산운용 (TIGER)
472150,TIGER 배당커버드콜액티브,21350,260,1.23,21349.0,12.4532,4268813,94121,21709,0.0,미래에셋자산운용 (TIGER)
284430,KODEX 200미국채혼합50,21565,180,0.84,21593.0,2.9648,789450,17327,21341,-0.13,삼성자산운용 (KODEX)
385540,RISE 종합채권(A-이상)액티브,102285,-220,-0.21,102294.0,-3.6653,320,32,21185,-0.01,KB자산운용 (RISE)
292150,TIGER 코리아TOP10,38560,490,1.29,38610.0,11.9922,497062,19810,20745,-0.13,미래에셋자산운용 (TIGER)
214980,KODEX 단기채권PLUS,114475,10,0.01,114508.0,0.4897,28128,3219,18951,-0.03,삼성자산운용 (KODEX)
294400,KIWOOM 200TR,143530,1715,1.21,143487.0,12.12,124642,18535,18372,0.03,기타
442580,PLUS 글로벌HBM반도체,107750,1830,1.73,109137.0,48.0348,662140,73962,18350,-1.27,한화자산운용 (PLUS)
105190,ACE 200,109955,1780,1.65,110025.0,11.5139,273950,31108,18143,-0.06,한국투자신탁운용 (ACE)
487230,KODEX 미국AI전력핵심인프라,23115,575,2.55,23243.0,-4.4557,653226,15211,17290,-0.55,삼성자산운용 (KODEX)
446770,ACE 글로벌반도체TOP4 Plus,83670,370,0.44,84619.0,25.4494,273635,23353,17152,-1.12,한국투자신탁운용 (ACE)
441640,KODEX 미국배당커버드콜액티브,13130,70,0.54,13146.0,2.7532,671431,8812,16774,-0.12,삼성자산운용 (KODEX)
368590,RISE 미국나스닥100,31675,225,0.72,31873.0,8.9133,570907,18143,15742,-0.62,KB자산운용 (RISE)
379780,RISE 미국S&P500,24045,200,0.84,24092.0,5.5566,163128,3924,15533,-0.2,KB자산운용 (RISE)
453850,ACE 미국30년국채액티브(H),7285,-30,-0.41,7290.0,-2.334,691620,5038,15415,-0.07,한국투자신탁운용 (ACE)
466920,SOL 조선TOP3플러스,28010,1030,3.82,28024.0,-28.8029,1246474,35044,15097,-0.05,신한자산운용 (SOL)
475630,TIGER CD1년금리액티브(합성),1072120,85,0.01,1072123.0,0.7343,19716,21137,15062,-0.0,미래에셋자산운용 (TIGER)
477080,RISE CD금리액티브(합성),107115,15,0.01,107111.0,0.7004,1842,197,14985,0.0,KB자산운용 (RISE)
329200,TIGER 리츠부동산인프라,4015,5,0.12,4000.0,-15.5969,2107010,8469,14747,0.38,미래에셋자산운용 (TIGER)
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,14190,65,0.46,14208.0,18.751,4758372,68994,14701,-0.13,삼성자산운용 (KODEX)
152100,PLUS 200,111320,1725,1.57,111438.0,11.7364,117447,13490,14583,-0.11,한화자산운용 (PLUS)
305720,KODEX 2차전지산업,12955,165,1.29,12960.0,-39.5137,1616791,21332,14561,-0.04,삼성자산운용 (KODEX)
315930,KODEX Top5PlusTR,82795,1295,1.59,82796.0,17.1481,34485,2930,14406,-0.0,삼성자산운용 (KODEX)
390390,KODEX 미국반도체,57955,410,0.71,58994.0,23.0649,501218,29401,13793,-1.76,삼성자산운용 (KODEX)
091230,TIGER 반도체,134925,405,0.3,135028.0,10.4381,233820,33095,13762,-0.08,미래에셋자산운용 (TIGER)
436140,SOL 종합채권(AA-이상)액티브,105525,-240,-0.23,105616.0,-3.6135,61,6,13464,-0.09,신한자산운용 (SOL)
157450,TIGER 단기통안채,112220,25,0.02,112215.0,0.5782,14197,1592,12979,0.0,미래에셋자산운용 (TIGER)
448330,KODEX 삼성전자채권혼합,17125,45,0.26,17151.0,6.9659,653506,11310,12724,-0.15,삼성자산운용 (KODEX)
438080,ACE 미국S&P500미국채혼합50액티브,14870,105,0.71,14857.0,3.0715,389035,5782,12431,0.09,한국투자신탁운용 (ACE)
497570,TIGER 미국필라델피아AI반도체나스닥,23440,140,0.6,23870.0,19.2985,1032861,24517,12177,-1.8,미래에셋자산운용 (TIGER)
0195R0,TIGER 삼성전자단일종목레버리지,12675,265,2.14,12734.0,,41144746,555431,12174,-0.46,미래에셋자산운용 (TIGER)
0072R0,TIGER KRX금현물,13010,230,1.8,13076.0,-15.252,308836,4010,12041,-0.5,미래에셋자산운용 (TIGER)
232080,TIGER 코스닥150,12940,40,0.31,12983.0,-36.331,2112969,28059,11594,-0.33,미래에셋자산운용 (TIGER)
0183J0,TIGER 미국우주테크,7810,315,4.2,7774.0,-32.5687,2652417,21058,11489,0.46,미래에셋자산운용 (TIGER)
469150,ACE AI반도체TOP3+,58145,-35,-0.06,58054.0,7.9402,470097,28664,10931,0.16,한국투자신탁운용 (ACE)
494890,KODEX 200액티브,31615,485,1.56,31624.0,11.7371,496830,16212,10907,-0.03,삼성자산운용 (KODEX)
451540,TIGER 종합채권(AA-이상)액티브,52510,-75,-0.14,52528.0,-3.8842,5263,276,10831,-0.03,미래에셋자산운용 (TIGER)
226490,KODEX 코스피,70500,1010,1.45,70517.0,5.9092,346178,24978,10610,-0.02,삼성자산운용 (KODEX)
445290,KODEX 로봇액티브,30165,1940,6.87,30153.0,-16.3544,1192304,36826,10573,0.04,삼성자산운용 (KODEX)
465580,ACE 미국빅테크TOP7 Plus,24680,20,0.08,24762.0,2.8571,459444,11338,10526,-0.33,한국투자신탁운용 (ACE)
356540,ACE 종합채권(AA-이상)액티브,100605,-240,-0.24,100632.0,-3.6037,4959,498,10450,-0.03,한국투자신탁운용 (ACE)
479080,1Q 머니마켓액티브,53550,5,0.01,53547.0,0.8,34258,1834,10417,0.01,기타
449450,PLUS K방산,51930,895,1.75,52040.0,-34.5079,309552,16203,10391,-0.21,한화자산운용 (PLUS)
469830,SOL 초단기채권액티브,54155,5,0.01,54159.0,0.791,156648,8483,10341,-0.01,신한자산운용 (SOL)
446720,SOL 미국배당다우존스,14165,90,0.64,14152.0,6.5841,203329,2878,10298,0.09,신한자산운용 (SOL)
494310,KODEX 반도체레버리지,89565,165,0.18,89412.0,1.9384,1019784,99672,10255,0.17,삼성자산운용 (KODEX)
479520,RISE KOFR금리액티브(합성),106040,10,0.01,106035.0,0.6311,1472,156,10096,0.0,KB자산운용 (RISE)
455850,SOL AI반도체소부장,23230,-440,-1.86,23227.0,-17.5434,1986048,48272,9873,0.01,신한자산운용 (SOL)
0117L0,KODEX 26-12 금융채(AA-이상)액티브,10125,0,0.0,10121.0,0.6461,5599,56,9857,0.04,삼성자산운용 (KODEX)
495050,RISE 코리아밸류업,32975,380,1.17,32986.0,13.9107,211249,7198,9777,-0.03,KB자산운용 (RISE)
0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,101640,-10,-0.01,101651.0,0.5838,20,2,9755,-0.01,미래에셋자산운용 (TIGER)
237350,KODEX 코스피100,87900,1290,1.49,87841.0,13.5779,311505,28367,9713,0.07,삼성자산운용 (KODEX)
402970,ACE 미국배당다우존스,15685,90,0.58,15675.0,6.6519,391566,6134,9458,0.06,한국투자신탁운용 (ACE)
0117V0,TIGER 코리아AI전력기기TOP3플러스,18295,715,4.07,18330.0,-13.2709,1808505,33405,9440,-0.19,미래에셋자산운용 (TIGER)
438100,ACE 미국나스닥100미국채혼합50액티브,16125,90,0.56,16139.0,4.8381,384064,6200,9433,-0.09,한국투자신탁운용 (ACE)
449180,KODEX 미국S&P500(H),16785,40,0.24,16813.0,4.6221,215090,3613,9408,-0.17,삼성자산운용 (KODEX)
494300,KODEX 미국나스닥100데일리커버드콜OTM,9975,60,0.61,10028.0,3.7619,1202141,12023,9317,-0.53,삼성자산운용 (KODEX)
252670,KODEX 200선물인버스2X,98,-3,-2.97,98.0,-44.1989,5827303036,530393,8961,0.0,삼성자산운용 (KODEX)
295040,SOL 200TR,41015,555,1.37,41030.0,11.9225,305685,12951,8859,-0.04,신한자산운용 (SOL)
153130,KODEX 단기채권,113200,20,0.02,113212.0,0.5267,26989,3055,8412,-0.01,삼성자산운용 (KODEX)
475720,RISE 200위클리커버드콜,13490,145,1.09,13235.0,3.6103,571504,7813,8404,1.93,KB자산운용 (RISE)
385560,RISE KIS국고채30년Enhanced,51315,-470,-0.91,51335.0,-20.6239,30291,1553,8178,-0.04,KB자산운용 (RISE)
069660,KIWOOM 200,109590,1670,1.55,109466.0,11.9815,79529,8997,8164,0.11,기타
457480,ACE 테슬라밸류체인액티브,19575,225,1.16,19659.0,-14.6638,297871,5894,8114,-0.43,한국투자신탁운용 (ACE)
476550,TIGER 미국30년국채커버드콜액티브(H),7000,-30,-0.43,6997.0,-2.5475,1392803,9751,8103,0.04,미래에셋자산운용 (TIGER)
114800,KODEX 인버스,1098,-14,-1.26,1096.0,-20.2296,698051874,740781,8072,0.18,삼성자산운용 (KODEX)
371460,TIGER 차이나전기차SOLACTIVE,10915,-145,-1.31,10940.0,-22.0853,131686,1448,8055,-0.23,미래에셋자산운용 (TIGER)
441800,TIME Korea플러스배당액티브,29680,325,1.11,29676.0,-0.8093,223816,6822,7996,0.01,기타
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,12240,95,0.78,12220.0,-5.6682,1045524,12821,7980,0.16,삼성자산운용 (KODEX)
305540,TIGER 2차전지테마,16410,370,2.31,16387.0,-38.0974,234428,3913,7951,0.14,미래에셋자산운용 (TIGER)
466940,TIGER 은행고배당플러스TOP10,26320,20,0.08,26346.0,-1.3719,328753,8725,7843,-0.1,미래에셋자산운용 (TIGER)
423920,TIGER 미국필라델피아반도체레버리지(합성),105100,1420,1.37,108832.0,41.8505,65282,7099,7809,-3.43,미래에셋자산운용 (TIGER)
0177R0,TIGER 반도체TOP10커버드콜액티브,11815,10,0.08,11809.0,15.1553,1956665,24152,7668,0.05,미래에셋자산운용 (TIGER)
0048J0,KODEX 미국머니마켓액티브,14835,95,0.64,14833.0,1.1378,363068,5382,7666,0.01,삼성자산운용 (KODEX)
0025N0,TIGER TDF2045 적격,12455,90,0.73,12464.0,3.5594,244344,3042,7641,-0.07,미래에셋자산운용 (TIGER)
490590,RISE 미국AI밸류체인데일리고정커버드콜,14860,-10,-0.07,14998.0,9.2709,581609,8725,7623,-0.92,KB자산운용 (RISE)
481060,KODEX 미국30년국채타겟커버드콜(합성 H),7550,-25,-0.33,7565.0,-2.7018,305854,2308,7539,-0.2,삼성자산운용 (KODEX)
0061Z0,RISE 단기특수은행채액티브,50825,5,0.01,50827.0,0.7034,362,18,7506,-0.0,KB자산운용 (RISE)
102970,KODEX 증권,20280,-60,-0.29,20327.0,-28.5068,821316,17130,7483,-0.23,삼성자산운용 (KODEX)
144600,KODEX 은선물(H),9745,175,1.83,9748.0,-26.3563,432532,4197,7445,-0.03,삼성자산운용 (KODEX)
272580,TIGER 단기채권액티브,56875,0,0.0,56884.0,0.5747,31120,1769,7427,-0.02,미래에셋자산운용 (TIGER)
491010,TIGER 글로벌AI전력인프라액티브,29215,880,3.11,29421.0,-0.6313,97876,2909,7313,-0.7,미래에셋자산운용 (TIGER)
456610,TIGER 미국달러SOFR금리액티브(합성),63995,365,0.57,64029.0,1.1766,31277,2001,7263,-0.05,미래에셋자산운용 (TIGER)
495850,KODEX 코리아밸류업,32800,400,1.23,32796.0,13.6039,165508,5558,7150,0.01,삼성자산운용 (KODEX)
458760,TIGER 미국배당다우존스타겟커버드콜2호,11475,40,0.35,11473.0,6.4364,131869,1513,7126,0.02,미래에셋자산운용 (TIGER)
396520,TIGER 차이나반도체FACTSET,17135,90,0.53,17173.0,50.7073,1325284,23214,6923,-0.22,미래에셋자산운용 (TIGER)
0127P0,ACE 미국대형성장주액티브,11210,125,1.13,11219.0,5.5714,240199,2695,6922,-0.08,한국투자신탁운용 (ACE)
138540,TIGER 현대차그룹플러스,53060,2060,4.04,53085.0,-18.2621,274489,14652,6908,-0.05,미래에셋자산운용 (TIGER)
367760,RISE 네트워크인프라,58525,1230,2.15,58635.0,26.2726,330195,20153,6877,-0.19,KB자산운용 (RISE)
0015B0,KoAct 미국나스닥성장기업액티브,20890,360,1.75,21227.0,8.5668,438463,9294,6873,-1.59,삼성액티브자산운용 (KoAct)
0167B0,SOL 200타겟위클리커버드콜,12240,150,1.24,12213.0,10.4256,1403841,17724,6781,0.22,신한자산운용 (SOL)
455030,KODEX 미국달러SOFR금리액티브(합성),12745,75,0.59,12743.0,1.1337,104947,1335,6774,0.02,삼성자산운용 (KODEX)
290130,RISE ESG사회책임투자,47970,785,1.66,48004.0,19.5839,315250,15762,6740,-0.07,KB자산운용 (RISE)
329750,TIGER 미국달러단기채권액티브,13945,75,0.54,13961.0,0.8727,285095,3973,6582,-0.11,미래에셋자산운용 (TIGER)
487340,ACE 머니마켓액티브,105435,25,0.02,105431.0,0.8418,24889,2623,6544,0.0,한국투자신탁운용 (ACE)
434730,HANARO 원자력iSelect,54605,2015,3.83,54631.0,-31.3162,383131,21080,6498,-0.05,NH-Amundi자산운용 (HANARO)
466950,TIGER 글로벌AI액티브,34450,740,2.2,34819.0,11.6779,89828,3152,6490,-1.06,미래에셋자산운용 (TIGER)
371160,TIGER 차이나항셍테크,7570,-215,-2.76,7582.0,-4.4676,1778124,13644,6408,-0.16,미래에셋자산운용 (TIGER)
434060,KODEX TDF2050액티브 적격,17615,210,1.21,17538.0,-0.4307,136797,2416,6324,0.44,삼성자산운용 (KODEX)
314250,KODEX 미국빅테크10(H),58525,-380,-0.65,58726.0,8.9494,49968,2926,6291,-0.34,삼성자산운용 (KODEX)
482730,TIGER 미국S&P500타겟데일리커버드콜,12545,85,0.68,12566.0,5.4946,286600,3598,6285,-0.17,미래에셋자산운용 (TIGER)
484790,KODEX 미국30년국채액티브(H),8385,-35,-0.42,8388.0,-2.7634,301972,2531,6033,-0.04,삼성자산운용 (KODEX)
418660,TIGER 미국나스닥100레버리지(합성),44685,625,1.42,45195.0,15.0692,205738,9246,5965,-1.13,미래에셋자산운용 (TIGER)
251600,PLUS 고배당주채권혼합,15300,30,0.2,15345.0,-4.8883,207618,3193,5921,-0.29,한화자산운용 (PLUS)
489250,KODEX 미국배당다우존스,13290,95,0.72,13283.0,6.4499,297200,3944,5874,0.05,삼성자산운용 (KODEX)
364980,TIGER 2차전지TOP10,8900,95,1.08,8917.0,-34.9945,1575102,14279,5843,-0.19,미래에셋자산운용 (TIGER)
449190,KODEX 미국나스닥100(H),21860,20,0.09,22006.0,7.9552,156566,3436,5804,-0.66,삼성자산운용 (KODEX)
114260,KODEX 국고채3년,61455,-70,-0.11,61460.0,-0.5094,11202,688,5721,-0.01,삼성자산운용 (KODEX)
0101N0,RISE AI전력인프라,18190,830,4.78,18242.0,-12.0791,341913,6271,5675,-0.29,KB자산운용 (RISE)
494670,TIGER 조선TOP10,21970,815,3.85,21997.0,-29.0618,612100,13473,5547,-0.12,미래에셋자산운용 (TIGER)
0019K0,TIME 미국나스닥100채권혼합50액티브,13660,70,0.52,13792.0,5.4305,480591,6621,5539,-0.96,기타
462330,KODEX 2차전지산업레버리지,859,24,2.87,859.0,-67.5098,41880014,37157,5411,0.0,삼성자산운용 (KODEX)
438330,TIGER 우량회사채액티브,114785,-70,-0.06,114868.0,-0.524,6110,701,5383,-0.07,미래에셋자산운용 (TIGER)
463250,TIGER K방산&우주,33310,760,2.33,33372.0,-34.3159,318418,10695,5313,-0.19,미래에셋자산운용 (TIGER)
0148J0,TIGER 코리아휴머노이드로봇산업,8560,900,11.75,8553.0,-35.4676,10138083,89554,5307,0.08,미래에셋자산운용 (TIGER)
315960,RISE 대형고배당10TR,80190,915,1.15,80175.0,17.8197,111470,9231,5293,0.02,KB자산운용 (RISE)
0105E0,SOL 코리아고배당,12860,145,1.14,12883.0,-6.9954,556867,7224,5273,-0.18,신한자산운용 (SOL)
243880,TIGER 200IT레버리지,396855,7800,2.0,398198.0,36.5105,127404,55367,5258,-0.34,미래에셋자산운용 (TIGER)
251350,KODEX MSCI선진국,41035,300,0.74,41075.0,4.569,19364,795,5252,-0.1,삼성자산운용 (KODEX)
444200,SOL 코리아메가테크액티브,45645,975,2.18,45629.0,-6.3074,98181,4609,5226,0.04,신한자산운용 (SOL)
365780,ACE 국고채10년,81720,-350,-0.43,81799.0,-4.0678,4652,380,5161,-0.1,한국투자신탁운용 (ACE)
0190C0,RISE 현대차고정피지컬AI,8775,495,5.98,8792.0,,1766520,15800,5155,-0.19,KB자산운용 (RISE)
496080,TIGER 코리아밸류업,32785,385,1.19,32824.0,13.7088,158356,5353,5147,-0.12,미래에셋자산운용 (TIGER)
491620,RISE 미국테크100데일리고정커버드콜,11250,-55,-0.49,11309.0,8.9841,1033202,11679,5119,-0.52,KB자산운용 (RISE)
293180,HANARO 200,109960,1505,1.39,109844.0,12.0935,30228,3420,5113,0.11,NH-Amundi자산운용 (HANARO)
0007F0,KODEX 27-12 회사채(AA-이상)액티브,10125,0,0.0,10132.0,0.0494,30721,311,5071,-0.07,삼성자산운용 (KODEX)
499660,TIGER CD금리플러스액티브(합성),1001945,80,0.01,1001950.0,0.7423,8052,8067,4986,-0.0,미래에셋자산운용 (TIGER)
488080,TIGER 반도체TOP10레버리지,40660,55,0.14,40648.0,-21.5287,1306919,58066,4940,0.03,미래에셋자산운용 (TIGER)
471230,KODEX 국고채10년액티브,102880,-435,-0.42,102977.0,-4.2538,11787,1213,4916,-0.09,삼성자산운용 (KODEX)
473290,KODEX 26-12 회사채(AA-이상)액티브,10840,-5,-0.05,10839.0,0.6029,11853,128,4904,0.01,삼성자산운용 (KODEX)
483280,KODEX 미국AI테크TOP10타겟커버드콜,12410,5,0.04,12491.0,1.1245,211949,2639,4852,-0.65,삼성자산운용 (KODEX)
0091P0,TIGER 코리아원자력,14280,690,5.08,14315.0,-47.6636,1791839,25723,4827,-0.24,미래에셋자산운용 (TIGER)
361580,RISE 200TR,62175,995,1.63,62186.0,11.4491,207279,13338,4819,-0.02,KB자산운용 (RISE)
476800,KODEX 한국부동산리츠인프라,4202,-3,-0.07,4202.0,-14.7877,359357,1512,4803,0.0,삼성자산운용 (KODEX)
490490,SOL 미국배당미국채혼합50,11640,55,0.47,11633.0,2.542,170644,1988,4737,0.06,신한자산운용 (SOL)
435420,TIGER 미국나스닥100채권혼합50,14410,65,0.45,14430.0,3.3463,290498,4187,4705,-0.14,미래에셋자산운용 (TIGER)
447770,TIGER 테슬라채권혼합Fn,14240,45,0.32,14269.0,-2.565,113880,1623,4671,-0.2,미래에셋자산운용 (TIGER)
462010,TIGER 2차전지소재Fn,4350,90,2.11,4349.0,-45.3861,2150862,9499,4615,0.02,미래에셋자산운용 (TIGER)
451000,PLUS 종합채권(AA-이상)액티브,106635,-160,-0.15,106643.0,-3.6842,2,0,4589,-0.01,한화자산운용 (PLUS)
448290,TIGER 미국S&P500(H),17430,40,0.23,17458.0,4.7576,81240,1416,4401,-0.16,미래에셋자산운용 (TIGER)
474220,TIGER 미국테크TOP10타겟커버드콜,15600,30,0.19,15664.0,0.4198,99701,1553,4399,-0.41,미래에셋자산운용 (TIGER)
480260,TIGER 27-04회사채(A+이상)액티브,53560,-5,-0.01,53568.0,0.2995,2236,119,4380,-0.01,미래에셋자산운용 (TIGER)
439870,KODEX 국고채30년액티브,86500,-585,-0.67,86556.0,-16.5733,5782,499,4361,-0.06,삼성자산운용 (KODEX)
091180,KODEX 자동차,30035,1270,4.42,30061.0,-12.7258,456636,13826,4355,-0.09,삼성자산운용 (KODEX)
277630,TIGER 코스피,71475,1065,1.51,71611.0,5.8991,54870,4055,4324,-0.19,미래에셋자산운용 (TIGER)
451060,1Q 200액티브,35100,555,1.61,35084.0,10.9336,84619,3074,4317,0.05,기타
241180,TIGER 일본니케이225,36195,35,0.1,36256.0,8.9813,29776,1086,4271,-0.17,미래에셋자산운용 (TIGER)
0163Y0,KoAct 코스닥액티브,8575,-85,-0.98,8588.0,-32.764,803096,7143,4249,-0.15,삼성액티브자산운용 (KoAct)
0173Y0,KODEX 미국AI광통신네트워크,11970,305,2.61,12278.0,-12.3262,924123,11335,4178,-2.51,삼성자산운용 (KODEX)
148070,KIWOOM 국고채10년,103580,-415,-0.4,103682.0,-4.0991,4763,493,4130,-0.1,기타
477050,PLUS 머니마켓액티브,53285,0,0.0,53293.0,0.7754,23585,1256,4120,-0.02,한화자산운용 (PLUS)
458250,TIGER 미국30년국채스트립액티브(합성 H),35420,-215,-0.6,35482.0,-4.7829,30916,1094,4092,-0.17,미래에셋자산운용 (TIGER)
0023A0,SOL 미국양자컴퓨팅TOP10,25540,330,1.31,25530.0,-12.495,129279,3340,4074,0.04,신한자산운용 (SOL)
0016X0,SOL 중단기회사채(A-이상)액티브,51195,5,0.01,51195.0,0.3528,4240,217,4040,0.0,신한자산운용 (SOL)
426020,TIME 미국S&P500액티브,33870,320,0.95,34135.0,7.6528,79891,2722,4037,-0.78,기타
0060H0,TIGER 토탈월드스탁액티브,13330,135,1.02,13348.0,3.897,37066,495,3999,-0.13,미래에셋자산운용 (TIGER)
474590,WON 반도체밸류체인액티브,44325,-465,-1.04,44350.0,24.9023,116338,5431,3878,-0.06,우리자산운용 (WON)
0043Y0,TIME 차이나AI테크액티브,22205,165,0.75,22189.0,16.4597,219076,4971,3875,0.07,기타
0131V0,1Q 미국우주항공테크,11365,60,0.53,11343.0,-13.7639,237369,2711,3796,0.19,기타
453810,KODEX 인도Nifty50,12460,10,0.08,12510.0,-4.483,129481,1619,3769,-0.4,삼성자산운용 (KODEX)
0167Z0,KODEX 미국우주항공,8190,380,4.87,8114.0,-30.7318,745539,6190,3722,0.94,삼성자산운용 (KODEX)
462900,KoAct 바이오헬스케어액티브,12805,-105,-0.81,12810.0,-39.5317,2331507,30213,3713,-0.04,삼성액티브자산운용 (KoAct)
0144L0,KODEX 미국성장커버드콜액티브,10260,20,0.2,10307.0,6.5705,211722,2177,3673,-0.46,삼성자산운용 (KODEX)
471990,KODEX AI반도체핵심장비,22360,-90,-0.4,22348.0,-19.8708,1484924,34656,3645,0.05,삼성자산운용 (KODEX)
